iter	Passed	Remaining
1662	47936	67364
1663	47980	67356
1664	48023	67347
1665	48066	67338
1666	48077	67284
1667	48120	67276
1668	48162	67266
1669	48173	67211
1670	48181	67154
1671	48225	67146
1672	48238	67095
1673	48282	67088
1674	48295	67037
1675	48339	67029
1676	48383	67021
1677	48396	66970
1678	48407	66917
1679	48450	66907
1680	48494	66899
1681	48539	66892
1682	48581	66882
1683	48593	66830
1684	48602	66774
1685	48619	66729
1686	48639	66688
1687	48645	66628
1688	48657	66575
1689	48664	66518
1690	48673	66461
1691	48683	66406
1692	48696	66357
1693	48738	66346
1694	48798	66360
1695	48829	66334
1696	48840	66282
1697	48857	66236
1698	48869	66185
1699	48917	66181
1700	48923	66122
1701	48966	66112
1702	48979	66063
1703	49013	66041
1704	49057	66033
1705	49068	65981
1706	49114	65974
1707	49120	65916
1708	49164	65907
1709	49207	65898
1710	49252	65890
1711	49262	65836
1712	49307	65829
1713	49349	65818
1714	49396	65813
1715	49407	65760
1716	49439	65736
1717	49449	65683
1718	49491	65672
1719	49533	65661
1720	49545	65609
1721	49554	65555
1722	49565	65502
1723	49575	65448
1724	49585	65395
1725	49629	65386
1726	49673	65377
1727	49680	65321
1728	49729	65317
1729	49739	65265
1730	49748	65210
1731	49756	65154
1732	49766	65101
1733	49810	65092
1734	49825	65045
1735	49834	64990
1736	49851	64947
1737	49871	64907
1738	49878	64850
1739	49922	64841
1740	49966	64832
1741	49977	64780
1742	50020	64771
1743	50043	64735
1744	50076	64712
1745	50121	64704
1746	50132	64653
1747	50139	64596
1748	50148	64541
1749	50169	64503
1750	50214	64495
1751	50228	64448
1752	50237	64394
1753	50281	64385
1754	50324	64374
1755	50345	64336
1756	50355	64284
1757	50362	64227
1758	50404	64216
1759	50415	64165
1760	50457	64153
1761	50500	64143
1762	50510	64090
1763	50543	64067
1764	50550	64012
1765	50594	64002
1766	50603	63948
1767	50611	63894
1768	50620	63841
1769	50634	63793
1770	50676	63782
1771	50684	63727
1772	50694	63674
1773	50701	63619
1774	50732	63594
1775	50740	63540
1776	50785	63531
1777	50828	63520
1778	50860	63496
1779	50906	63490
1780	50913	63434
1781	50923	63383
1782	50967	63373
1783	50980	63325
1784	50992	63276
1785	51002	63225
1786	51024	63187
1787	51046	63151
1788	51062	63107
1789	51105	63096
1790	51113	63043
1791	51125	62994
1792	51159	62972
1793	51167	62918
1794	51209	62906
1795	51254	62898
1796	51268	62851
1797	51314	62844
1798	51322	62791
1799	51331	62739
1800	51340	62685
1801	51351	62636
1802	51358	62581
1803	51368	62530
1804	51376	62476
1805	51385	62424
1806	51430	62416
1807	51443	62369
1808	51486	62358
1809	51504	62317
1810	51514	62266
1811	51527	62219
1812	51538	62170
1813	51552	62124
1814	51560	62071
1815	51602	62058
1816	51610	62006
1817	51617	61952
1818	51660	61941
1819	51669	61890
1820	51678	61837
1821	51689	61788
1822	51731	61777
1823	51754	61742
1824	51769	61697
1825	51813	61687
1826	51838	61655
1827	51846	61603
1828	51856	61552
1829	51869	61506
1830	51912	61494
1831	51926	61450
1832	51938	61402
1833	51980	61390
1834	51989	61339
1835	52001	61291
1836	52044	61280
1837	52086	61267
1838	52129	61257
1839	52139	61206
1840	52182	61196
1841	52190	61144
1842	52211	61106
1843	52217	61053
1844	52262	61043
1845	52305	61032
1846	52317	60984
1847	52360	60973
1848	52381	60937
1849	52413	60912
1850	52422	60862
1851	52430	60810
1852	52440	60760
1853	52460	60722
1854	52472	60675
1855	52515	60664
1856	52558	60653
1857	52603	60644
1858	52650	60636
1859	52693	60626
1860	52737	60615
1861	52779	60603
1862	52813	60581
1863	52824	60532
1864	52835	60484
1865	52842	60431
1866	52884	60419
1867	52909	60387
1868	52953	60376
1869	52960	60323
1870	53002	60311
1871	53011	60260
1872	53023	60213
1873	53065	60201
1874	53097	60176
1875	53140	60166
1876	53184	60154
1877	53192	60103
1878	53215	60069
1879	53249	60047
1880	53259	59998
1881	53274	59955
1882	53318	59943
1883	53326	59892
1884	53341	59849
1885	53384	59838
1886	53404	59801
1887	53446	59787
1888	53455	59737
1889	53465	59688
1890	53484	59650
1891	53498	59605
1892	53541	59594
1893	53550	59544
1894	53557	59492
1895	53578	59456
1896	53585	59404
1897	53592	59352
1898	53600	59301
1899	53609	59253
1900	53650	59238
1901	53660	59189
1902	53708	59183
1903	53722	59139
1904	53736	59096
1905	53749	59051
1906	53763	59007
1907	53788	58975
1908	53799	58928
1909	53807	58878
1910	53814	58826
1911	53824	58779
1912	53832	58729
1913	53839	58677
1914	53846	58626
1915	53854	58576
1916	53860	58524
1917	53867	58473
1918	53910	58461
1919	53916	58409
1920	53923	58358
1921	53930	58307
1922	53938	58258
1923	53952	58214
1924	53959	58163
1925	53965	58112
1926	54008	58100
1927	54024	58060
1928	54051	58030
1929	54101	58026
1930	54115	57983
1931	54127	57937
1932	54171	57926
1933	54179	57877
1934	54185	57825
1935	54191	57774
1936	54197	57723
1937	54203	57671
1938	54209	57620
1939	54217	57571
1940	54224	57521
1941	54233	57472
1942	54276	57460
1943	54284	57411
1944	54291	57361
1945	54299	57312
1946	54305	57262
1947	54347	57249
1948	54367	57212
1949	54374	57162
1950	54380	57112
1951	54387	57062
1952	54431	57051
1953	54472	57037
1954	54513	57023
1955	54521	56974
1956	54530	56926
1957	54541	56881
1958	54549	56833
1959	54557	56783
1960	54566	56737
1961	54572	56686
1962	54578	56635
1963	54584	56585
1964	54591	56535
1965	54597	56486
1966	54603	56435
1967	54610	56386
1968	54650	56370
1969	54663	56328
1970	54672	56281
1971	54678	56231
1972	54684	56181
1973	54691	56132
1974	54698	56083
1975	54705	56034
1976	54711	55984
1977	54718	55935
1978	54725	55887
1979	54733	55838
1980	54739	55789
1981	54746	55741
1982	54753	55692
1983	54762	55645
1984	54768	55596
1985	54775	55547
1986	54817	55534
1987	54824	55486
1988	54868	55475
1989	54875	55426
1990	54918	55414
1991	54924	55365
1992	54966	55352
1993	54975	55306
1994	55007	55283
1995	55014	55235
1996	55037	55202
1997	55045	55156
1998	55054	55109
1999	55067	55067
2000	55075	55020
2001	55084	54974
2002	55091	54926
2003	55099	54879
2004	55143	54868
2005	55153	54823
2006	55163	54778
2007	55204	54764
2008	55213	54718
2009	55256	54707
2010	55263	54659
2011	55271	54612
2012	55285	54571
2013	55328	54559
2014	55370	54546
2015	55377	54498
2016	55385	54452
2017	55429	54440
2018	55435	54392
2019	55442	54344
2020	55484	54331
2021	55493	54286
2022	55499	54237
2023	55506	54190
2024	55518	54147
2025	55559	54133
2026	55603	54121
2027	55647	54110
2028	55653	54063
2029	55667	54022
2030	55678	53978
2031	55723	53968
2032	55765	53955
2033	55806	53940
2034	55815	53895
2035	55857	53882
2036	55901	53870
2037	55942	53856
2038	55975	53833
2039	56016	53819
2040	56036	53785
2041	56078	53771
2042	56120	53758
2043	56131	53714
2044	56163	53691
2045	56179	53653
2046	56188	53608
2047	56231	53596
2048	56245	53555
2049	56286	53541
2050	56330	53528
2051	56372	53515
2052	56414	53501
2053	56420	53454
2054	56452	53430
2055	56465	53389
2056	56472	53342
2057	56480	53296
2058	56489	53251
2059	56495	53204
2060	56502	53158
2061	56510	53112
2062	56516	53065
2063	56558	53050
2064	56605	53042
2065	56647	53028
2066	56661	52988
2067	56681	52953
2068	56724	52941
2069	56732	52895
2070	56747	52856
2071	56788	52842
2072	56830	52828
2073	56839	52783
2074	56883	52771
2075	56892	52726
2076	56933	52711
2077	56975	52697
2078	57019	52686
2079	57026	52639
2080	57040	52600
2081	57084	52587
2082	57128	52575
2083	57137	52531
2084	57179	52517
2085	57187	52472
2086	57228	52457
2087	57270	52443
2088	57279	52399
2089	57290	52356
2090	57303	52315
2091	57314	52273
2092	57323	52228
2093	57366	52216
2094	57408	52201
2095	57450	52187
2096	57459	52143
2097	57469	52100
2098	57512	52087
2099	57520	52042
2100	57534	52003
2101	57548	51963
2102	57589	51948
2103	57597	51903
2104	57605	51858
2105	57614	51814
2106	57622	51769
2107	57666	51757
2108	57677	51715
2109	57697	51681
2110	57706	51637
2111	57738	51614
2112	57750	51573
2113	57792	51559
2114	57835	51546
2115	57855	51512
2116	57864	51468
2117	57871	51423
2118	57877	51377
2119	57919	51362
2120	57965	51351
2121	57973	51307
2122	57994	51274
2123	58005	51232
2124	58018	51193
2125	58050	51169
2126	58058	51125
2127	58079	51092
2128	58089	51049
2129	58121	51026
2130	58163	51012
2131	58171	50968
2132	58179	50924
2133	58194	50886
2134	58203	50842
2135	58244	50827
2136	58264	50793
2137	58306	50779
2138	58329	50748
2139	58343	50709
2140	58353	50667
2141	58385	50644
2142	58427	50629
2143	58439	50589
2144	58482	50575
2145	58492	50533
2146	58524	50510
2147	58558	50488
2148	58569	50447
2149	58576	50403
2150	58582	50357
2151	58590	50313
2152	58634	50300
2153	58676	50286
2154	58718	50271
2155	58732	50233
2156	58775	50219
2157	58795	50185
2158	58807	50146
2159	58821	50107
2160	58865	50094
2161	58908	50080
2162	58930	50048
2163	58939	50005
2164	58954	49968
2165	58987	49945
2166	59003	49909
2167	59011	49865
2168	59052	49850
2169	59097	49838
2170	59139	49823
2171	59148	49780
2172	59162	49741
2173	59172	49700
2174	59215	49686
2175	59223	49643
2176	59233	49601
2177	59241	49557
2178	59283	49543
2179	59292	49501
2180	59302	49459
2181	59345	49445
2182	59391	49433
2183	59433	49419
2184	59441	49376
2185	59448	49332
2186	59458	49290
2187	59466	49246
2188	59474	49204
2189	59480	49159
2190	59495	49122
2191	59504	49080
2192	59546	49065
2193	59594	49055
2194	59608	49017
2195	59625	48981
2196	59671	48970
2197	59691	48937
2198	59701	48896
2199	59715	48858
2200	59758	48844
2201	59801	48830
2202	59846	48816
2203	59863	48781
2204	59913	48772
2205	59957	48759
2206	59966	48717
2207	59979	48678
2208	59986	48635
2209	59996	48594
2210	60004	48551
2211	60029	48522
2212	60037	48480
2213	60046	48438
2214	60089	48423
2215	60100	48384
2216	60107	48340
2217	60114	48297
2218	60147	48275
2219	60157	48234
2220	60166	48192
2221	60176	48152
2222	60191	48115
2223	60198	48072
2224	60206	48030
2225	60252	48017
2226	60259	47975
2227	60305	47963
2228	60348	47948
2229	60399	47940
2230	60443	47926
2231	60451	47884
2232	60494	47870
2233	60502	47827
2234	60517	47790
2235	60563	47778
2236	60608	47765
2237	60654	47753
2238	60664	47713
2239	60707	47698
2240	60738	47674
2241	60746	47632
2242	60781	47611
2243	60826	47598
2244	60836	47558
2245	60850	47520
2246	60858	47478
2247	60871	47440
2248	60915	47426
2249	60926	47386
2250	60933	47344
2251	60975	47329
2252	60983	47287
2253	60993	47246
2254	61007	47209
2255	61039	47186
2256	61049	47146
2257	61094	47133
2258	61139	47119
2259	61150	47080
2260	61160	47040
2261	61170	46999
2262	61183	46962
2263	61227	46948
2264	61270	46933
2265	61285	46897
2266	61292	46854
2267	61300	46813
2268	61307	46770
2269	61350	46756
2270	61396	46743
2271	61437	46727
2272	61453	46691
2273	61498	46678
2274	61505	46636
2275	61512	46593
2276	61556	46579
2277	61566	46540
2278	61575	46499
2279	61584	46458
2280	61593	46417
2281	61603	46377
2282	61610	46335
2283	61629	46303
2284	61643	46266
2285	61650	46224
2286	61673	46194
2287	61686	46156
2288	61727	46140
2289	61741	46104
2290	61784	46088
2291	61791	46047
2292	61800	46006
2293	61843	45992
2294	61851	45950
2295	61859	45909
2296	61902	45894
2297	61917	45858
2298	61936	45826
2299	61948	45787
2300	61957	45748
2301	62002	45734
2302	62046	45720
2303	62062	45684
2304	62104	45668
2305	62114	45629
2306	62125	45591
2307	62169	45576
2308	62177	45535
2309	62223	45522
2310	62268	45508
2311	62278	45469
2312	62286	45428
2313	62307	45397
2314	62318	45359
2315	62325	45317
2316	62332	45276
2317	62339	45235
2318	62346	45193
2319	62359	45156
2320	62367	45115
2321	62374	45074
2322	62416	45059
2323	62437	45027
2324	62446	44988
2325	62455	44948
2326	62498	44933
2327	62544	44920
2328	62554	44881
2329	62562	44840
2330	62571	44801
2331	62615	44786
2332	62625	44747
2333	62640	44712
2334	62648	44672
2335	62666	44638
2336	62675	44599
2337	62691	44564
2338	62699	44525
2339	62732	44502
2340	62741	44462
2341	62787	44449
2342	62808	44419
2343	62823	44384
2344	62845	44353
2345	62889	44339
2346	62933	44324
2347	62978	44310
2348	62985	44269
2349	63027	44253
2350	63039	44215
2351	63083	44201
2352	63103	44169
2353	63123	44137
2354	63143	44106
2355	63152	44067
2356	63195	44052
2357	63239	44037
2358	63283	44022
2359	63295	43984
2360	63338	43969
2361	63384	43955
2362	63394	43917
2363	63435	43900
2364	63446	43862
2365	63491	43848
2366	63535	43833
2367	63591	43826
2368	63634	43810
2369	63648	43775
2370	63692	43759
2371	63698	43718
2372	63740	43702
2373	63746	43661
2374	63789	43645
2375	63796	43605
2376	63802	43563
2377	63842	43545
2378	63873	43522
2379	63905	43498
2380	63918	43462
2381	63926	43422
2382	63969	43407
2383	63981	43369
2384	63992	43332
2385	64033	43315
2386	64077	43300
2387	64120	43283
2388	64129	43245
2389	64137	43205
2390	64145	43166
2391	64153	43126
2392	64197	43111
2393	64239	43094
2394	64246	43054
2395	64291	43039
2396	64299	43000
2397	64310	42962
2398	64343	42940
2399	64357	42905
2400	64401	42889
2401	64409	42850
2402	64450	42832
2403	64457	42792
2404	64465	42753
2405	64472	42713
2406	64482	42675
2407	64524	42658
2408	64531	42618
2409	64572	42601
2410	64594	42571
2411	64637	42555
2412	64647	42517
2413	64654	42478
2414	64664	42440
2415	64674	42402
2416	64707	42379
2417	64749	42363
2418	64762	42326
2419	64805	42311
2420	64816	42274
2421	64824	42234
2422	64867	42218
2423	64884	42185
2424	64894	42147
2425	64936	42131
2426	64944	42092
2427	64953	42054
2428	64997	42037
2429	65004	41998
2430	65013	41960
2431	65055	41943
2432	65098	41927
2433	65107	41889
2434	65141	41867
2435	65187	41853
2436	65210	41823
2437	65255	41808
2438	65265	41770
2439	65307	41754
2440	65351	41738
2441	65360	41700
2442	65405	41685
2443	65450	41669
2444	65494	41654
2445	65504	41616
2446	65521	41583
2447	65565	41567
2448	65608	41551
2449	65651	41534
2450	65692	41517
2451	65702	41479
2452	65709	41440
2453	65720	41403
2454	65764	41387
2455	65776	41351
2456	65788	41315
2457	65833	41300
2458	65848	41265
2459	65892	41249
2460	65934	41232
2461	65977	41215
2462	66021	41199
2463	66027	41159
2464	66038	41123
2465	66081	41106
2466	66124	41089
2467	66166	41072
2468	66210	41056
2469	66217	41017
2470	66263	41002
2471	66270	40963
2472	66312	40945
2473	66356	40929
2474	66376	40898
2475	66385	40860
2476	66394	40822
2477	66439	40807
2478	66449	40770
2479	66494	40754
2480	66502	40716
2481	66510	40677
2482	66525	40643
2483	66545	40613
2484	66588	40596
2485	66633	40580
2486	66676	40563
2487	66719	40546
2488	66763	40530
2489	66807	40513
2490	66849	40496
2491	66860	40459
2492	66903	40442
2493	66923	40411
2494	66933	40374
2495	66942	40336
2496	66953	40300
2497	66959	40261
2498	67000	40243
2499	67042	40225
2500	67084	40207
2501	67127	40190
2502	67169	40172
2503	67201	40149
2504	67243	40131
2505	67287	40114
2506	67331	40098
2507	67345	40063
2508	67389	40046
2509	67410	40016
2510	67451	39998
2511	67463	39962
2512	67505	39944
2513	67519	39910
2514	67527	39871
2515	67570	39854
2516	67613	39837
2517	67657	39820
2518	67701	39803
2519	67742	39785
2520	67752	39748
2521	67795	39731
2522	67838	39713
2523	67859	39683
2524	67904	39666
2525	67945	39648
2526	67989	39631
2527	68000	39595
2528	68034	39572
2529	68078	39555
2530	68120	39537
2531	68129	39500
2532	68172	39482
2533	68214	39464
2534	68235	39433
2535	68279	39417
2536	68313	39393
2537	68321	39356
2538	68363	39338
2539	68372	39300
2540	68381	39263
2541	68389	39225
2542	68403	39191
2543	68424	39161
2544	68438	39126
2545	68451	39092
2546	68493	39073
2547	68502	39036
2548	68543	39018
2549	68554	38981
2550	68598	38964
2551	68640	38946
2552	68681	38927
2553	68723	38909
2554	68732	38872
2555	68746	38837
2556	68755	38801
2557	68797	38782
2558	68812	38749
2559	68822	38712
2560	68831	38675
2561	68873	38657
2562	68883	38620
2563	68927	38603
2564	68969	38585
2565	69012	38567
2566	69044	38543
2567	69061	38511
2568	69105	38493
2569	69149	38476
2570	69191	38457
2571	69234	38439
2572	69248	38405
2573	69289	38386
2574	69299	38350
2575	69332	38326
2576	69352	38295
2577	69395	38278
2578	69430	38255
2579	69452	38225
2580	69494	38207
2581	69514	38176
2582	69556	38157
2583	69599	38139
2584	69610	38103
2585	69652	38085
2586	69696	38067
2587	69740	38050
2588	69750	38013
2589	69800	37999
2590	69807	37961
2591	69842	37939
2592	69885	37920
2593	69929	37903
2594	69977	37887
2595	70016	37867
2596	70035	37835
2597	70049	37801
2598	70106	37791
2599	70148	37772
2600	70168	37741
2601	70211	37723
2602	70253	37704
2603	70298	37686
2604	70319	37656
2605	70361	37637
2606	70405	37619
2607	70419	37585
2608	70460	37566
2609	70502	37547
2610	70544	37528
2611	70586	37509
2612	70629	37490
2613	70639	37454
2614	70682	37435
2615	70713	37411
2616	70757	37393
2617	70800	37374
2618	70843	37356
2619	70853	37319
2620	70864	37284
2621	70873	37247
2622	70886	37213
2623	70931	37195
2624	70963	37171
2625	71005	37152
2626	71049	37133
2627	71070	37103
2628	71113	37085
2629	71127	37051
2630	71136	37014
2631	71150	36981
2632	71193	36962
2633	71203	36926
2634	71246	36907
2635	71266	36877
2636	71273	36839
2637	71281	36802
2638	71290	36766
2639	71300	36730
2640	71342	36711
2641	71351	36675
2642	71365	36641
2643	71407	36622
2644	71450	36603
2645	71470	36572
2646	71512	36553
2647	71555	36534
2648	71598	36515
2649	71607	36479
2650	71621	36445
2651	71664	36426
2652	71675	36391
2653	71716	36371
2654	71748	36347
2655	71790	36327
2656	71831	36307
2657	71839	36271
2658	71848	36234
2659	71868	36204
2660	71877	36168
2661	71888	36133
2662	71931	36114
2663	71938	36077
2664	71981	36058
2665	72023	36038
2666	72030	36001
2667	72044	35968
2668	72051	35931
2669	72092	35911
2670	72101	35875
2671	72147	35857
2672	72191	35839
2673	72234	35820
2674	72278	35801
2675	72321	35782
2676	72328	35745
2677	72373	35727
2678	72388	35694
2679	72394	35657
2680	72403	35621
2681	72415	35586
2682	72421	35549
2683	72436	35516
2684	72448	35482
2685	72484	35459
2686	72504	35429
2687	72547	35409
2688	72590	35390
2689	72606	35358
2690	72642	35335
2691	72674	35311
2692	72718	35292
2693	72727	35256
2694	72768	35236
2695	72813	35218
2696	72824	35183
2697	72831	35146
2698	72838	35110
2699	72881	35090
2700	72887	35054
2701	72909	35024
2702	72918	34988
2703	72960	34969
2704	72980	34938
2705	72988	34902
2706	72995	34866
2707	73006	34831
2708	73028	34802
2709	73036	34766
2710	73049	34733
2711	73091	34713
2712	73098	34676
2713	73104	34639
2714	73125	34610
2715	73167	34590
2716	73177	34555
2717	73218	34535
2718	73262	34516
2719	73276	34483
2720	73320	34464
2721	73353	34439
2722	73398	34421
2723	73413	34389
2724	73425	34354
2725	73468	34335
2726	73501	34311
2727	73546	34293
2728	73566	34262
2729	73611	34244
2730	73643	34219
2731	73687	34200
2732	73709	34171
2733	73717	34135
2734	73763	34117
2735	73806	34097
2736	73821	34065
2737	73843	34036
2738	73886	34016
2739	73906	33986
2740	73926	33956
2741	73940	33922
2742	73982	33903
2743	74026	33883
2744	74033	33847
2745	74048	33815
2746	74061	33782
2747	74068	33745
2748	74078	33711
2749	74119	33690
2750	74163	33671
2751	74209	33652
2752	74241	33628
2753	74284	33608
2754	74291	33572
2755	74308	33541
2756	74316	33505
2757	74329	33472
2758	74341	33438
2759	74355	33406
2760	74400	33387
2761	74412	33353
2762	74427	33321
2763	74472	33302
2764	74515	33282
2765	74532	33251
2766	74575	33231
2767	74618	33211
2768	74639	33182
2769	74682	33162
2770	74705	33133
2771	74720	33101
2772	74763	33081
2773	74799	33058
2774	74841	33038
2775	74854	33005
2776	74899	32986
2777	74955	32971
2778	74966	32937
2779	75000	32913
2780	75047	32895
2781	75079	32871
2782	75102	32842
2783	75146	32822
2784	75188	32802
2785	75234	32783
2786	75276	32762
2787	75319	32743
2788	75362	32722
2789	75385	32693
2790	75393	32658
2791	75404	32624
2792	75418	32592
2793	75428	32557
2794	75472	32538
2795	75505	32513
2796	75547	32493
2797	75561	32460
2798	75592	32435
2799	75615	32406
2800	75658	32386
2801	75673	32354
2802	75716	32334
2803	75750	32310
2804	75792	32289
2805	75835	32269
2806	75846	32235
2807	75869	32206
2808	75912	32186
2809	75946	32162
2810	75981	32138
2811	76026	32119
2812	76071	32099
2813	76090	32069
2814	76101	32035
2815	76115	32003
2816	76123	31967
2817	76133	31933
2818	76142	31899
2819	76159	31868
2820	76205	31849
2821	76250	31829
2822	76294	31809
2823	76309	31777
2824	76316	31742
2825	76325	31707
2826	76370	31688
2827	76377	31652
2828	76384	31617
2829	76427	31597
2830	76442	31565
2831	76475	31540
2832	76482	31505
2833	76503	31476
2834	76547	31456
2835	76592	31436
2836	76608	31405
2837	76615	31369
2838	76657	31348
2839	76666	31314
2840	76711	31294
2841	76754	31274
2842	76796	31253
2843	76840	31233
2844	76854	31201
2845	76895	31179
2846	76926	31154
2847	76971	31134
2848	76993	31105
2849	77036	31084
2850	77052	31053
2851	77075	31024
2852	77096	30995
2853	77131	30971
2854	77174	30951
2855	77219	30930
2856	77262	30910
2857	77273	30877
2858	77282	30842
2859	77325	30822
2860	77336	30788
2861	77347	30755
2862	77368	30725
2863	77412	30705
2864	77455	30684
2865	77477	30655
2866	77519	30634
2867	77563	30614
2868	77606	30593
2869	77627	30563
2870	77638	30530
2871	77648	30497
2872	77670	30468
2873	77715	30448
2874	77757	30427
2875	77790	30402
2876	77834	30381
2877	77869	30357
2878	77914	30337
2879	77926	30304
2880	77948	30275
2881	77993	30255
2882	78036	30234
2883	78082	30214
2884	78124	30193
2885	78134	30159
2886	78179	30139
2887	78193	30107
2888	78208	30076
2889	78253	30055
2890	78300	30036
2891	78333	30011
2892	78355	29982
2893	78376	29952
2894	78386	29919
2895	78429	29898
2896	78474	29878
2897	78481	29843
2898	78515	29819
2899	78529	29787
2900	78574	29766
2901	78619	29746
2902	78633	29714
2903	78677	29693
2904	78725	29674
2905	78773	29655
2906	78814	29633
2907	78858	29612
2908	78868	29579
2909	78911	29557
2910	78953	29536
2911	78964	29503
2912	79005	29481
2913	79020	29449
2914	79052	29424
2915	79095	29402
2916	79114	29373
2917	79136	29343
2918	79168	29318
2919	79213	29298
2920	79259	29277
2921	79274	29246
2922	79317	29224
2923	79360	29203
2924	79369	29169
2925	79411	29148
2926	79457	29127
2927	79467	29094
2928	79510	29073
2929	79552	29051
2930	79562	29018
2931	79571	28984
2932	79582	28951
2933	79625	28930
2934	79667	28908
2935	79687	28878
2936	79711	28850
2937	79752	28828
2938	79763	28795
2939	79777	28763
2940	79818	28741
2941	79863	28720
2942	79904	28698
2943	79918	28666
2944	79950	28640
2945	79992	28619
2946	80034	28597
2947	80044	28564
2948	80088	28542
2949	80132	28521
2950	80174	28499
2951	80217	28478
2952	80259	28456
2953	80305	28436
2954	80319	28404
2955	80361	28382
2956	80376	28350
2957	80417	28328
2958	80439	28299
2959	80481	28277
2960	80524	28255
2961	80569	28234
2962	80611	28212
2963	80644	28187
2964	80688	28166
2965	80730	28144
2966	80763	28118
2967	80795	28093
2968	80810	28061
2969	80821	28028
2970	80863	28006
2971	80896	27981
2972	80938	27959
2973	80980	27937
2974	80995	27906
2975	81039	27884
2976	81081	27862
2977	81088	27828
2978	81094	27793
2979	81138	27772
2980	81148	27739
2981	81191	27717
2982	81247	27699
2983	81263	27668
2984	81295	27643
2985	81337	27620
2986	81378	27598
2987	81393	27567
2988	81435	27544
2989	81478	27522
2990	81498	27492
2991	81540	27470
2992	81548	27437
2993	81580	27411
2994	81623	27389
2995	81633	27356
2996	81675	27334
2997	81683	27300
2998	81695	27268
2999	81716	27238
3000	81749	27213
3001	81793	27191
3002	81835	27169
3003	81878	27147
3004	81921	27125
3005	81943	27096
3006	81975	27070
3007	81983	27037
3008	82024	27014
3009	82031	26980
3010	82037	26946
3011	82077	26923
3012	82088	26890
3013	82120	26864
3014	82165	26843
3015	82185	26813
3016	82191	26779
3017	82232	26756
3018	82275	26734
3019	82284	26701
3020	82294	26668
3021	82303	26635
3022	82345	26613
3023	82355	26580
3024	82396	26557
3025	82404	26523
3026	82461	26506
3027	82470	26473
3028	82478	26439
3029	82484	26405
3030	82525	26383
3031	82533	26349
3032	82543	26317
3033	82550	26283
3034	82560	26250
3035	82602	26228
3036	82611	26195
3037	82631	26165
3038	82651	26136
3039	82657	26102
3040	82665	26069
3041	82672	26035
3042	82678	26001
3043	82685	25968
3044	82694	25935
3045	82735	25912
3046	82766	25886
3047	82777	25854
3048	82810	25829
3049	82818	25796
3050	82825	25762
3051	82833	25729
3052	82839	25695
3053	82845	25662
3054	82856	25629
3055	82898	25607
3056	82904	25573
3057	82948	25551
3058	82991	25529
3059	83024	25504
3060	83069	25482
3061	83111	25459
3062	83152	25437
3063	83162	25404
3064	83203	25381
3065	83215	25350
3066	83235	25320
3067	83244	25288
3068	83287	25265
3069	83293	25232
3070	83336	25209
3071	83342	25176
3072	83349	25143
3073	83369	25113
3074	83379	25081
3075	83421	25059
3076	83441	25029
3077	83461	25000
3078	83494	24975
3079	83500	24941
3080	83520	24912
3081	83562	24889
3082	83606	24867
3083	83618	24836
3084	83659	24813
3085	83704	24791
3086	83711	24758
3087	83718	24725
3088	83726	24692
3089	83769	24670
3090	83780	24638
3091	83786	24604
3092	83828	24582
3093	83871	24559
3094	83916	24537
3095	83923	24504
3096	83929	24471
3097	83939	24439
3098	83945	24406
3099	83952	24373
3100	83994	24350
3101	84003	24318
3102	84023	24289
3103	84065	24266
3104	84108	24243
3105	84123	24213
3106	84166	24190
3107	84198	24165
3108	84212	24134
3109	84254	24111
3110	84296	24088
3111	84312	24058
3112	84332	24029
3113	84374	24006
3114	84388	23975
3115	84398	23943
3116	84440	23920
3117	84454	23889
3118	84461	23857
3119	84503	23834
3120	84545	23811
3121	84553	23778
3122	84573	23749
3123	84617	23727
3124	84661	23705
3125	84668	23672
3126	84713	23650
3127	84758	23628
3128	84765	23595
3129	84772	23562
3130	84781	23530
3131	84787	23498
3132	84831	23475
3133	84874	23452
3134	84916	23429
3135	84924	23397
3136	84968	23375
3137	84978	23343
3138	84985	23310
3139	84994	23278
3140	85037	23256
3141	85081	23233
3142	85089	23201
3143	85096	23168
3144	85104	23136
3145	85147	23113
3146	85179	23088
3147	85190	23056
3148	85235	23034
3149	85279	23011
3150	85286	22979
3151	85306	22950
3152	85312	22917
3153	85319	22885
3154	85361	22862
3155	85407	22840
3156	85452	22817
3157	85467	22787
3158	85509	22764
3159	85531	22736
3160	85539	22703
3161	85548	22672
3162	85555	22639
3163	85588	22614
3164	85633	22592
3165	85677	22569
3166	85721	22546
3167	85765	22524
3168	85808	22501
3169	85825	22471
3170	85833	22439
3171	85854	22410
3172	85868	22380
3173	85913	22358
3174	85956	22335
3175	85966	22303
3176	85978	22272
3177	86021	22249
3178	86066	22227
3179	86080	22196
3180	86086	22164
3181	86129	22141
3182	86138	22109
3183	86148	22078
3184	86155	22045
3185	86164	22014
3186	86172	21982
3187	86205	21957
3188	86248	21934
3189	86257	21902
3190	86266	21870
3191	86286	21841
3192	86294	21810
3193	86301	21777
3194	86307	21745
3195	86349	21722
3196	86356	21690
3197	86364	21658
3198	86371	21626
3199	86376	21594
3200	86418	21570
3201	86426	21539
3202	86469	21516
3203	86480	21485
3204	86487	21453
3205	86531	21430
3206	86575	21407
3207	86585	21376
3208	86593	21344
3209	86642	21323
3210	86657	21293
3211	86679	21265
3212	86692	21234
3213	86698	21202
3214	86739	21179
3215	86781	21155
