iter	RMSE
480	15094.56975
481	15092.87354
482	15082.32537
483	15074.40028
484	15066.51341
485	15060.24087
486	15054.73099
487	15049.49921
488	15048.94673
489	15042.17485
490	15039.06715
491	15038.98361
492	15038.90463
493	15038.90372
494	15037.02407
495	15028.22081
496	15021.34451
497	15014.46187
498	15009.81161
499	15009.23343
500	15005.11919
501	15003.06554
502	14997.07457
503	14991.42972
504	14991.42972
505	14982.2372
506	14981.40681
507	14970.46137
508	14966.71997
509	14966.64428
510	14965.61806
511	14964.50689
512	14964.46744
513	14963.68425
514	14963.68425
515	14963.68379
516	14963.68471
517	14961.40923
518	14935.07174
519	14926.56989
520	14926.56897
521	14926.56805
522	14924.30991
523	14909.84081
524	14909.83989
525	14899.05108
526	14899.05016
527	14892.20182
528	14892.20182
529	14891.22994
530	14891.2115
531	14891.21196
532	14890.76335
533	14890.76335
534	14890.59644
535	14890.59644
536	14890.59598
537	14890.59598
538	14890.57246
539	14890.27645
540	14885.56479
541	14885.56526
542	14879.76645
543	14873.0057
544	14867.74922
545	14854.58163
546	14846.86562
547	14846.84805
548	14846.81336
549	14846.81383
550	14838.01524
551	14838.01432
552	14828.71835
553	14827.70296
554	14826.68102
555	14820.33894
556	14820.33847
557	14812.14575
558	14812.14622
559	14811.31464
560	14811.31372
561	14804.05563
562	14804.03893
563	14803.99534
564	14803.99441
565	14791.37442
566	14791.37442
567	14791.37488
568	14791.33171
569	14788.67735
570	14785.88043
571	14784.96426
572	14784.95636
573	14766.86692
574	14764.28861
575	14764.28814
576	14759.85956
577	14759.85909
578	14758.87757
579	14758.14302
580	14757.29165
581	14757.29212
582	14757.29212
583	14753.09738
584	14750.56321
585	14740.98667
586	14740.98667
587	14737.09012
588	14737.09012
589	14737.09012
590	14737.0794
591	14733.59049
592	14731.31909
593	14731.31909
594	14714.39463
595	14712.87578
596	14705.73205
597	14698.63062
598	14698.59185
599	14697.83747
600	14692.71645
601	14690.04847
602	14669.99583
603	14669.25075
604	14668.72326
605	14666.02658
606	14665.21903
607	14664.4442
608	14661.57113
609	14650.79866
610	14650.79866
611	14643.38787
612	14638.44526
613	14638.44432
614	14638.20418
615	14632.00658
616	14632.00564
617	14626.19925
618	14620.06606
619	14620.04915
620	14619.47575
621	14611.99504
622	14611.99551
623	14604.73004
624	14600.18722
625	14598.79334
626	14591.39332
627	14581.95991
628	14574.99743
629	14574.99837
630	14574.9979
631	14574.9979
632	14574.99743
633	14574.98707
634	14565.49448
635	14563.41513
636	14556.94044
637	14548.1605
638	14548.14398
639	14546.44872
640	14546.44872
641	14546.42134
642	14542.07135
643	14530.93531
644	14518.64118
645	14517.49627
646	14517.4958
647	14511.83567
648	14511.19791
649	14507.89792
650	14507.89792
651	14505.7327
652	14505.73317
653	14500.16836
654	14500.11201
655	14500.10397
656	14500.08929
657	14494.54552
658	14485.63724
659	14485.63772
660	14480.87832
661	14474.09776
662	14474.09017
663	14466.01791
664	14466.01839
665	14466.01032
666	14466.01032
667	14463.75765
668	14461.12008
669	14460.77682
670	14460.77777
671	14460.77729
672	14460.45539
673	14451.66719
674	14444.96465
675	14444.9656
676	14441.42608
677	14427.61958
678	14427.6191
679	14427.23079
680	14421.67187
681	14412.14547
682	14397.60658
683	14397.598
684	14394.95641
685	14393.01318
686	14383.03104
687	14380.43977
688	14379.74986
689	14375.33797
690	14366.33523
691	14366.33331
692	14366.31085
693	14358.84313
694	14344.2976
695	14337.31596
696	14334.60196
697	14333.98313
698	14332.68982
699	14332.23043
700	14332.01678
701	14327.78427
702	14324.24504
703	14313.4096
704	14310.6167
705	14305.82019
706	14305.81299
707	14304.73409
708	14295.95294
709	14283.7488
710	14272.19569
711	14265.50604
712	14265.47909
713	14259.69438
714	14254.23196
715	14254.11925
716	14248.52315
717	14248.45617
718	14243.37652
719	14243.37121
720	14236.68248
721	14235.12376
722	14232.9508
723	14232.94212
724	14228.44514
725	14224.23056
726	14224.05632
727	14219.50294
728	14219.48459
729	14218.6198
730	14211.87885
731	14203.94953
732	14203.94518
733	14197.5377
734	14197.53045
735	14190.75963
736	14178.56131
737	14166.47898
738	14166.47365
739	14158.89568
740	14158.35791
741	14158.32445
742	14154.08608
743	14146.99019
744	14140.00873
745	14131.53187
746	14131.52362
747	14129.88818
748	14124.88254
749	14124.86067
750	14123.60946
751	14120.85293
752	14120.374
753	14110.45979
754	14110.44276
755	14101.99536
756	14098.24994
757	14095.17524
758	14088.23487
759	14088.22853
760	14085.90132
761	14082.56602
762	14077.99322
763	14077.99029
764	14077.98444
765	14071.31273
766	14070.41639
767	14069.0281
768	14068.83533
769	14064.61003
770	14064.60807
771	14064.60563
772	14057.52074
773	14057.51537
774	14056.49262
775	14055.73943
776	14055.73699
777	14055.73504
778	14050.31402
779	14046.84809
780	14046.84613
781	14046.80556
782	14046.51083
783	14034.99333
784	14027.30273
785	14027.17547
786	14024.37648
787	14024.36473
788	14007.47963
789	14007.04732
790	14000.19027
791	13998.2609
792	13989.41891
793	13989.41744
794	13987.72366
795	13985.84609
796	13982.7074
797	13982.61459
798	13982.6141
799	13978.9973
800	13978.68002
801	13971.8631
802	13971.74812
803	13971.68669
804	13971.68423
805	13971.68325
806	13971.62576
807	13971.41495
808	13963.43906
809	13963.43758
810	13956.68357
811	13956.68258
812	13956.68111
813	13956.67963
814	13955.26576
815	13950.03111
816	13949.99321
817	13942.93822
818	13932.81447
819	13932.81349
820	13932.81201
821	13930.37504
822	13925.71923
823	13925.02553
824	13918.90449
825	13915.39053
826	13914.68941
827	13911.50159
828	13910.94686
829	13910.67195
830	13910.6685
831	13910.6685
832	13910.668
833	13910.66554
834	13910.66109
835	13910.65813
836	13902.05131
837	13902.05082
838	13902.04835
839	13902.04637
840	13901.92784
841	13901.92538
842	13901.92488
843	13901.92291
844	13900.69658
845	13889.43286
846	13889.38145
847	13887.97061
848	13887.96863
849	13887.96715
850	13887.96715
851	13886.28276
852	13885.87386
853	13885.55346
854	13885.55247
855	13885.54951
856	13881.29462
857	13881.29462
858	13881.2323
859	13881.23379
860	13881.20362
861	13880.94395
862	13880.94345
863	13880.94395
864	13880.94345
865	13873.55247
866	13872.81014
867	13872.81014
868	13872.80766
869	13872.80717
870	13872.80717
871	13871.29021
872	13870.9769
873	13870.97591
874	13869.0048
875	13869.00381
876	13869.00282
877	13869.00282
878	13869.00233
879	13863.63706
880	13863.63656
881	13863.63508
882	13862.42072
883	13862.09334
884	13862.09235
885	13861.68126
886	13861.68225
887	13861.68126
888	13860.65347
889	13860.65149
890	13853.92765
891	13853.92765
892	13849.67792
893	13849.67891
894	13849.67841
895	13849.67693
896	13849.67693
897	13849.67693
898	13849.67544
899	13849.67395
900	13849.67346
901	13849.67246
902	13849.67246
903	13849.67296
904	13849.67246
905	13849.67246
906	13845.21911
907	13845.1482
908	13841.0922
909	13841.0922
910	13841.09121
911	13841.09072
912	13841.08972
913	13841.09072
914	13841.09072
915	13841.09072
916	13841.09072
917	13841.08923
918	13841.08873
919	13841.06889
920	13841.06889
921	13841.06939
922	13841.06889
923	13841.06939
924	13841.06939
925	13841.06889
926	13841.06889
927	13841.0674
928	13841.0674
929	13841.06641
930	13834.17325
931	13832.19243
932	13832.19094
933	13828.24038
934	13826.56361
935	13826.56311
936	13826.27262
937	13826.25872
938	13821.18534
939	13815.50482
940	13810.15505
941	13806.4339
942	13803.83635
943	13800.57069
944	13800.5702
945	13800.55627
946	13800.52194
947	13798.86518
948	13798.61093
949	13781.89162
950	13774.30493
951	13772.58171
952	13772.58072
953	13772.23974
954	13755.34512
955	13749.48261
956	13747.18095
957	13742.58247
958	13742.58197
959	13742.32768
960	13742.3027
961	13742.1698
962	13742.1693
963	13742.14882
964	13738.63113
965	13738.63013
966	13737.94997
967	13737.93548
968	13737.93498
969	13734.94958
970	13733.76084
971	13724.855
972	13719.76464
973	13712.92966
974	13712.92365
975	13712.87809
976	13710.43608
977	13705.47362
978	13705.47312
979	13700.82456
980	13700.81003
981	13700.71281
982	13700.71281
983	13698.86406
984	13698.84903
985	13690.29309
986	13689.46158
987	13687.2351
988	13680.54647
989	13680.10634
990	13680.09981
991	13679.31988
992	13678.97457
993	13678.92588
994	13668.76381
995	13662.3375
996	13659.76181
997	13656.92522
998	13656.92422
999	13649.12974
1000	13649.12924
1001	13634.08842
1002	13634.08892
1003	13634.07834
1004	13634.07633
1005	13629.52029
1006	13624.76268
1007	13624.76116
1008	13617.00979
1009	13617.00828
1010	13610.383
1011	13609.50171
1012	13605.83114
1013	13603.64649
1014	13603.55615
1015	13603.55514
1016	13603.52991
1017	13603.47338
1018	13596.82535
1019	13595.51646
1020	13595.50434
1021	13594.38421
1022	13584.8604
1023	13584.83108
1024	13578.70585
1025	13563.97871
1026	13563.9205
1027	13553.45438
1028	13543.76187
1029	13543.75427
1030	13543.37001
1031	13543.35531
1032	13542.07776
1033	13542.07674
1034	13541.97737
1035	13540.75293
1036	13534.40331
1037	13526.52149
1038	13526.52048
1039	13526.28953
1040	13519.45932
1041	13516.12749
1042	13509.80391
1043	13505.87292
1044	13505.81344
1045	13505.81344
1046	13505.78345
1047	13505.68483
1048	13502.79859
1049	13499.35279
1050	13493.53272
1051	13493.52102
1052	13493.45691
1053	13493.39636
1054	13493.39585
1055	13493.13838
1056	13492.99998
1057	13486.61261
1058	13476.49657
1059	13476.45581
1060	13476.02124
1061	13476.02175
1062	13475.90558
1063	13467.27276
1064	13461.77288
1065	13461.77237
1066	13459.83928
1067	13459.83928
1068	13458.45279
1069	13446.16711
1070	13445.78721
1071	13445.36696
1072	13445.35573
1073	13445.35573
1074	13437.76298
1075	13437.75787
1076	13430.42971
1077	13422.82903
1078	13422.82136
1079	13422.75384
1080	13421.3538
1081	13419.71163
1082	13416.82941
1083	13416.82838
1084	13416.76851
1085	13416.68254
1086	13416.63649
1087	13416.62574
1088	13416.62574
1089	13416.39546
1090	13413.76231
1091	13413.76333
1092	13411.18341
1093	13411.18341
1094	13411.18341
1095	13411.14758
1096	13411.0201
1097	13411.0201
1098	13406.59772
1099	13406.59721
1100	13406.02158
1101	13401.83422
1102	13401.80041
1103	13401.68668
1104	13401.68515
1105	13401.68566
1106	13401.68054
1107	13401.68054
1108	13397.09312
1109	13397.04956
1110	13397.04803
1111	13384.23662
1112	13383.81855
1113	13383.81085
1114	13383.81034
1115	13382.40161
1116	13382.40161
1117	13382.40161
1118	13380.51811
1119	13377.75627
1120	13377.75473
1121	13377.75421
1122	13377.75421
1123	13368.47871
1124	13368.47923
1125	13366.89784
1126	13366.89733
1127	13366.89681
1128	13366.89681
1129	13364.12496
1130	13364.11931
1131	13359.4414
1132	13351.18786
1133	13345.94469
1134	13345.09429
1135	13345.05776
1136	13345.05622
1137	13345.05622
1138	13344.8849
1139	13344.88387
1140	13344.88387
1141	13333.46008
1142	13333.46008
1143	13329.67796
1144	13329.67487
1145	13329.67487
1146	13329.65993
1147	13309.71186
1148	13309.23676
1149	13309.22747
1150	13307.18864
1151	13307.17729
1152	13307.12879
1153	13303.52446
1154	13303.02385
1155	13303.02127
1156	13302.98308
1157	13302.97689
1158	13299.40292
1159	13299.39982
1160	13299.39776
1161	13299.18455
1162	13296.70994
1163	13296.6929
1164	13281.01619
1165	13271.31974
1166	13271.3156
1167	13271.21938
1168	13269.56535
1169	13269.49757
1170	13262.86953
1171	13262.86642
1172	13262.86539
1173	13262.8452
1174	13262.84416
1175	13262.79447
1176	13262.79188
1177	13262.79188
1178	13260.56262
1179	13260.55796
1180	13260.55589
1181	13260.07903
1182	13260.07748
1183	13259.39452
1184	13258.885
1185	13258.88448
1186	13252.00763
1187	13252.00659
1188	13252.00504
1189	13248.41266
1190	13248.41007
1191	13248.40437
1192	13246.36965
1193	13246.36965
1194	13246.32559
1195	13246.32559
1196	13246.29553
1197	13246.1219
1198	13246.12086
1199	13237.78733
1200	13236.28941
1201	13229.59023
1202	13225.14404
1203	13225.048
1204	13225.04021
1205	13224.20229
1206	13224.20021
1207	13224.19969
1208	13216.61391
1209	13216.61391
1210	13216.61079
1211	13216.60508
1212	13216.59625
1213	13216.16923
1214	13216.15573
1215	13211.14687
1216	13211.13752
1217	13208.72282
1218	13208.59963
1219	13208.59392
1220	13208.59132
1221	13198.86923
1222	13190.27475
1223	13190.26954
1224	13188.44867
1225	13188.13111
1226	13188.13163
1227	13188.10352
1228	13183.32982
1229	13183.01318
1230	13183.01214
1231	13182.93402
1232	13177.29827
1233	13177.29462
1234	13177.26857
1235	13174.09671
1236	13171.23111
1237	13171.21443
1238	13171.21443
1239	13168.51504
1240	13168.51139
1241	13168.50097
1242	13163.76971
1243	13163.76867
1244	13160.07186
1245	13155.80465
1246	13155.77804
1247	13149.21067
1248	13149.20963
1249	13148.96631
1250	13139.93059
1251	13139.93112
1252	13139.91596
1253	13137.95956
1254	13132.12884
1255	13129.00098
1256	13121.2147
1257	13117.42215
1258	13114.40701
1259	13110.52137
1260	13107.52088
1261	13107.52141
1262	13107.44022
1263	13107.4355
1264	13100.38429
1265	13100.37276
1266	13100.37329
1267	13099.49227
1268	13099.49123
1269	13093.93806
1270	13090.85195
1271	13090.71244
1272	13087.41416
1273	13087.34281
1274	13079.99365
1275	13074.61968
1276	13074.61915
1277	13074.59762
1278	13070.06771
1279	13069.10427
1280	13066.44054
1281	13066.43266
1282	13066.17204
1283	13066.17309
1284	13065.88303
1285	13065.88303
1286	13062.2053
1287	13062.19584
1288	13062.19531
1289	13062.19479
1290	13062.19163
1291	13062.18322
1292	13062.18375
1293	13062.18322
1294	13060.77818
1295	13060.77397
1296	13060.77397
1297	13060.77345
1298	13060.7724
1299	13060.6231
1300	13060.58893
1301	13060.58946
1302	13060.58893
1303	13060.58893
1304	13060.57579
1305	13060.57527
1306	13060.57474
1307	13056.05679
1308	13056.05679
1309	13056.05626
1310	13056.05521
1311	13056.05521
1312	13055.17857
1313	13055.17857
1314	13049.49659
1315	13049.3035
1316	13045.89633
1317	13045.89581
1318	13045.87318
1319	13045.87318
1320	13044.78954
1321	13044.78638
1322	13044.78638
1323	13044.78638
1324	13044.7869
1325	13034.9969
1326	13034.97425
1327	13034.97004
1328	13034.9674
1329	13034.9674
1330	13034.96688
1331	13034.66612
1332	13034.66612
1333	13034.66191
1334	13034.65769
1335	13033.24757
1336	13032.40048
1337	13032.40048
1338	13032.02538
1339	13032.02538
1340	13032.02169
1341	13027.46011
1342	13027.40741
1343	13027.32045
1344	13027.31729
1345	13020.3561
1346	13016.0568
1347	13016.05628
1348	13008.25464
1349	13007.87674
1350	13002.22689
1351	12999.02658
1352	12997.94748
1353	12997.9459
1354	12997.93586
1355	12994.23256
1356	12993.86217
1357	12993.71581
1358	12993.70682
1359	12988.66399
1360	12988.66188
1361	12988.53713
1362	12988.53343
1363	12980.82844
1364	12980.77767
1365	12974.0598
1366	12968.56463
1367	12951.58858
1368	12950.90632
1369	12950.38095
1370	12950.32263
1371	12950.31521
1372	12950.09148
1373	12950.07611
1374	12950.05967
1375	12945.29048
1376	12943.16143
1377	12942.73547
1378	12933.10923
1379	12933.10286
1380	12933.09755
1381	12933.00784
1382	12930.23377
1383	12929.92261
1384	12929.91995
1385	12929.90402
1386	12929.89447
1387	12928.87014
1388	12926.82815
1389	12918.86741
1390	12916.46026
1391	12915.92605
1392	12915.92179
1393	12905.94307
1394	12905.58504
1395	12905.57919
1396	12905.57919
1397	12905.57547
1398	12905.52546
1399	12903.01313
1400	12903.00994
1401	12902.38311
1402	12899.78927
1403	12899.77437
1404	12899.7733
1405	12899.47578
1406	12899.47418
1407	12899.47046
1408	12890.70192
1409	12890.70086
1410	12890.69447
1411	12890.11285
1412	12883.32693
1413	12883.30508
1414	12876.75071
1415	12868.94998
1416	12868.64535
1417	12865.52601
1418	12858.30156
1419	12854.68995
1420	12854.44159
1421	12854.38124
1422	12854.37857
1423	12854.36735
1424	12854.36468
1425	12854.30646
1426	12853.14631
1427	12852.87335
1428	12849.70209
1429	12849.02457
1430	12848.969
1431	12846.63908
1432	12846.46218
1433	12842.92529
1434	12842.84938
1435	12842.83708
1436	12841.74433
1437	12838.66658
1438	12838.66445
1439	12838.34091
1440	12838.3393
1441	12837.11085
1442	12837.10925
1443	12836.46797
1444	12826.63566
1445	12826.38033
1446	12825.21284
1447	12824.61165
1448	12824.61058
1449	12824.60897
1450	12821.03285
1451	12820.9793
1452	12820.97823
1453	12820.95681
1454	12820.95521
1455	12820.91611
1456	12820.59052
1457	12815.63761
1458	12815.636
1459	12805.26441
1460	12795.81966
1461	12795.81859
1462	12795.26378
1463	12794.45083
1464	12791.41484
1465	12791.40894
1466	12791.34077
1467	12783.37407
1468	12783.37138
1469	12783.37138
1470	12783.36977
1471	12780.46223
1472	12775.12724
1473	12775.00471
1474	12775.00363
1475	12774.8682
1476	12774.8682
1477	12774.40116
1478	12766.29051
1479	12766.29051
1480	12766.26577
1481	12763.7185
1482	12763.71689
1483	12763.47321
1484	12761.17395
1485	12748.45758
1486	12748.42957
1487	12748.38541
1488	12748.32186
1489	12746.85583
1490	12746.82997
1491	12746.71202
1492	12746.67808
1493	12746.67377
1494	12746.6463
1495	12742.5871
1496	12741.34619
1497	12738.79825
1498	12738.68938
1499	12738.62686
1500	12737.89169
1501	12728.79448
1502	12724.97832
1503	12724.97886
1504	12724.91843
1505	12724.65081
1506	12716.38371
1507	12716.3389
1508	12716.32594
1509	12716.28599
1510	12716.26223
1511	12716.2212
1512	12716.16073
1513	12714.53655
1514	12714.50523
1515	12712.007
1516	12708.17337
1517	12708.1442
1518	12708.14312
1519	12708.11286
1520	12708.11178
1521	12708.09935
1522	12708.09665
1523	12708.09449
1524	12708.07774
1525	12708.04047
1526	12707.9886
1527	12707.98752
1528	12707.98752
1529	12707.95078
1530	12707.95132
1531	12707.26787
1532	12700.07557
1533	12699.78364
1534	12699.56469
1535	12699.53766
1536	12699.53712
1537	12694.24222
1538	12689.32818
1539	12689.32656
1540	12677.60395
1541	12677.59853
1542	12676.01491
1543	12676.00462
1544	12675.9055
1545	12675.85513
1546	12675.85242
1547	12675.80638
1548	12675.70834
1549	12667.23099
1550	12667.10849
1551	12667.10633
1552	12667.07381
1553	12655.46404
1554	12655.43963
1555	12652.58191
1556	12649.25026
1557	12648.66459
1558	12648.65591
1559	12648.6266
1560	12645.3015
1561	12645.05066
1562	12641.90765
1563	12638.41293
1564	12638.4113
1565	12638.38305
1566	12637.90662
1567	12637.90499
1568	12637.87837
1569	12632.91686
1570	12632.90817
1571	12631.78965
1572	12631.25046
1573	12631.2086
1574	12631.20697
1575	12629.06466
1576	12629.05053
1577	12629.04998
1578	12623.58356
1579	12616.583
1580	12616.53185
1581	12616.53131
1582	12611.65667
1583	12611.50098
1584	12602.16652
1585	12602.15944
1586	12602.15181
1587	12602.148
1588	12602.14582
1589	12601.76064
1590	12601.75955
1591	12601.7492
1592	12601.74266
1593	12601.74212
1594	12601.74048
1595	12601.73994
1596	12601.23706
1597	12601.01639
1598	12600.99351
1599	12598.92944
1600	12597.9654
1601	12596.51021
1602	12596.48841
1603	12594.76757
1604	12594.73705
1605	12594.73432
1606	12594.70052
1607	12594.34728
1608	12594.33256
1609	12594.33038
1610	12594.31784
1611	12594.31075
1612	12594.16956
1613	12594.17011
1614	12593.45649
1615	12593.45103
1616	12593.43631
1617	12593.42378
1618	12592.07111
1619	12592.0384
1620	12591.99369
1621	12585.78294
1622	12578.138
1623	12577.7106
1624	12575.52751
1625	12575.49584
1626	12575.48929
1627	12575.42924
1628	12575.41886
1629	12570.57471
1630	12561.03439
1631	12560.59384
1632	12559.91275
1633	12559.90346
1634	12557.34494
1635	12557.33783
1636	12557.32963
1637	12557.31378
1638	12557.30886
1639	12556.21969
1640	12550.47264
1641	12550.43708
1642	12550.41794
1643	12550.40481
1644	12550.32111
1645	12550.29595
1646	12550.28938
1647	12550.28008
1648	12548.10918
1649	12543.15815
1650	12543.07002
1651	12543.05415
1652	12541.98618
1653	12541.0632
1654	12541.05828
1655	12541.0528
1656	12541.04678
1657	12540.06515
1658	12540.02902
1659	12539.48479
1660	12539.45139
1661	12537.72273
1662	12537.71561
1663	12537.52121
1664	12534.79874
1665	12534.59608
