iter	RMSE
1666	12534.59279
1667	12530.77118
1668	12529.15913
1669	12529.14763
1670	12529.13722
1671	12516.10391
1672	12516.07374
1673	12515.68481
1674	12515.67988
1675	12512.41658
1676	12509.0196
1677	12509.01356
1678	12509.00972
1679	12507.15499
1680	12498.40126
1681	12498.08704
1682	12496.65428
1683	12496.65319
1684	12496.65209
1685	12496.62681
1686	12496.60923
1687	12496.60868
1688	12496.60539
1689	12496.59605
1690	12496.58011
1691	12496.57517
1692	12496.55155
1693	12496.39881
1694	12488.27089
1695	12488.2555
1696	12488.2555
1697	12488.25165
1698	12488.2522
1699	12484.18983
1700	12484.18873
1701	12484.16178
1702	12484.14968
1703	12484.13373
1704	12478.87562
1705	12478.86627
1706	12476.73687
1707	12476.73577
1708	12476.64608
1709	12474.96155
1710	12467.45627
1711	12467.44966
1712	12461.68647
1713	12461.32504
1714	12458.95845
1715	12458.94743
1716	12458.92649
1717	12458.92042
1718	12458.89287
1719	12458.82564
1720	12458.81958
1721	12458.81737
1722	12458.81021
1723	12458.80801
1724	12458.8069
1725	12455.23214
1726	12455.21671
1727	12455.21561
1728	12454.83084
1729	12454.82974
1730	12454.82754
1731	12454.82754
1732	12454.82588
1733	12453.80603
1734	12453.78233
1735	12453.77902
1736	12453.77847
1737	12453.75201
1738	12453.74429
1739	12450.41402
1740	12444.60267
1741	12444.59991
1742	12444.49177
1743	12444.48184
1744	12444.45315
1745	12435.37979
1746	12435.34942
1747	12435.34998
1748	12435.34777
1749	12435.32844
1750	12435.24231
1751	12435.21692
1752	12435.21526
1753	12433.17834
1754	12432.99279
1755	12432.97126
1756	12432.96573
1757	12432.96573
1758	12432.9199
1759	12432.91824
1760	12432.05841
1761	12431.51884
1762	12431.51719
1763	12431.5078
1764	12431.5078
1765	12428.56434
1766	12428.56379
1767	12428.56158
1768	12428.56048
1769	12428.52954
1770	12423.71654
1771	12423.71598
1772	12423.71543
1773	12423.71488
1774	12423.63088
1775	12423.63033
1776	12420.61701
1777	12420.58938
1778	12420.53686
1779	12418.40576
1780	12418.40631
1781	12418.40576
1782	12417.35859
1783	12417.35693
1784	12417.34698
1785	12417.34532
1786	12417.32818
1787	12417.31159
1788	12417.31048
1789	12416.77636
1790	12416.77525
1791	12416.75922
1792	12416.74208
1793	12416.736
1794	12416.60274
1795	12407.86868
1796	12407.86702
1797	12401.3188
1798	12401.3188
1799	12401.31382
1800	12401.31327
1801	12401.27728
1802	12401.27839
1803	12401.27783
1804	12401.27673
1805	12401.27617
1806	12400.6334
1807	12400.6334
1808	12400.44404
1809	12400.44349
1810	12400.44294
1811	12400.44294
1812	12400.44127
1813	12400.39698
1814	12400.39587
1815	12400.26244
1816	12400.26299
1817	12400.26244
1818	12394.09022
1819	12394.09078
1820	12394.08967
1821	12394.08911
1822	12389.66061
1823	12389.63734
1824	12389.63623
1825	12389.58248
1826	12389.51155
1827	12389.50988
1828	12389.50988
1829	12389.50877
1830	12389.36248
1831	12389.34641
1832	12389.34641
1833	12389.25552
1834	12389.25497
1835	12389.25442
1836	12388.52567
1837	12388.47967
1838	12383.52746
1839	12383.52192
1840	12383.17041
1841	12383.16986
1842	12383.14934
1843	12383.14879
1844	12382.91703
1845	12377.10227
1846	12377.08674
1847	12374.15143
1848	12374.08041
1849	12373.95501
1850	12373.94891
1851	12373.94502
1852	12373.94391
1853	12373.93004
1854	12373.92949
1855	12373.47839
1856	12372.60277
1857	12365.83101
1858	12365.077
1859	12364.86823
1860	12360.83307
1861	12360.12486
1862	12360.00988
1863	12360.00988
1864	12359.99544
1865	12359.99599
1866	12359.54049
1867	12359.52772
1868	12359.43217
1869	12359.43051
1870	12356.49933
1871	12356.49822
1872	12356.48655
1873	12356.4221
1874	12356.3882
1875	12352.24244
1876	12349.11609
1877	12349.11664
1878	12349.07828
1879	12349.04214
1880	12349.04214
1881	12349.0377
1882	12347.9018
1883	12347.89624
1884	12347.76946
1885	12344.51127
1886	12344.46122
1887	12344.44342
1888	12344.43508
1889	12344.43452
1890	12344.19258
1891	12344.15866
1892	12343.7098
1893	12343.70869
1894	12343.70869
1895	12343.47508
1896	12343.47508
1897	12343.47508
1898	12343.46618
1899	12343.46618
1900	12343.26817
1901	12343.25648
1902	12331.99381
1903	12331.99381
1904	12331.99325
1905	12331.99325
1906	12331.98824
1907	12331.74606
1908	12331.74216
1909	12331.74272
1910	12331.74216
1911	12331.73994
1912	12331.74049
1913	12331.73938
1914	12331.73938
1915	12331.73882
1916	12331.73994
1917	12331.73827
1918	12325.3546
1919	12325.3546
1920	12325.3546
1921	12325.35404
1922	12325.35404
1923	12325.35404
1924	12325.35404
1925	12325.35348
1926	12325.12175
1927	12325.12175
1928	12325.12175
1929	12318.75472
1930	12318.75416
1931	12318.75416
1932	12316.99898
1933	12316.99508
1934	12316.99452
1935	12316.99564
1936	12316.99452
1937	12316.99508
1938	12316.99508
1939	12316.99508
1940	12316.99397
1941	12316.99397
1942	12311.49272
1943	12311.49272
1944	12311.49216
1945	12311.4916
1946	12311.4916
1947	12306.58763
1948	12306.56197
1949	12306.56197
1950	12306.56197
1951	12306.56141
1952	12301.51595
1953	12301.49754
1954	12301.25419
1955	12301.25364
1956	12301.25252
1957	12301.24191
1958	12301.24191
1959	12301.24191
1960	12301.23466
1961	12301.23466
1962	12301.23466
1963	12301.23466
1964	12301.2341
1965	12301.23466
1966	12301.2341
1967	12301.23466
1968	12301.21345
1969	12301.20508
1970	12301.20564
1971	12301.20564
1972	12301.20564
1973	12301.20564
1974	12301.20564
1975	12301.20564
1976	12301.20508
1977	12301.20508
1978	12301.20452
1979	12301.20452
1980	12301.20508
1981	12301.2034
1982	12301.20508
1983	12301.19838
1984	12301.19838
1985	12301.19894
1986	12296.33274
1987	12296.33219
1988	12288.79212
1989	12288.79212
1990	12287.21538
1991	12287.21538
1992	12286.35038
1993	12286.34311
1994	12286.1995
1995	12286.1995
1996	12286.19503
1997	12286.18385
1998	12286.17938
1999	12286.16485
2000	12286.16597
2001	12286.16597
2002	12286.16597
2003	12286.16541
2004	12276.67811
2005	12276.67811
2006	12276.67755
2007	12276.66972
2008	12276.66916
2009	12276.52823
2010	12276.52823
2011	12276.52823
2012	12276.51872
2013	12269.88418
2014	12267.45435
2015	12267.45491
2016	12267.45155
2017	12261.07696
2018	12261.07696
2019	12261.07696
2020	12257.67307
2021	12257.67251
2022	12257.67251
2023	12257.67195
2024	12257.66467
2025	12257.3454
2026	12254.15673
2027	12251.5736
2028	12251.5736
2029	12251.56631
2030	12251.56183
2031	12250.86636
2032	12250.77277
2033	12250.03746
2034	12250.0369
2035	12249.77909
2036	12245.69759
2037	12243.99811
2038	12243.9768
2039	12243.69924
2040	12243.69531
2041	12237.63039
2042	12237.10188
2043	12237.09964
2044	12237.08
2045	12237.07271
2046	12237.0699
2047	12233.07678
2048	12233.07678
2049	12232.88876
2050	12229.7987
2051	12228.08185
2052	12227.05881
2053	12227.05881
2054	12227.05375
2055	12227.0414
2056	12227.04084
2057	12227.0414
2058	12227.04028
2059	12227.04028
2060	12227.04028
2061	12227.03972
2062	12227.03915
2063	12226.68202
2064	12225.72682
2065	12225.31798
2066	12225.30956
2067	12225.3017
2068	12216.44604
2069	12216.43818
2070	12216.42581
2071	12216.31847
2072	12216.08186
2073	12216.0813
2074	12211.90309
2075	12211.89971
2076	12211.09235
2077	12207.81624
2078	12206.73245
2079	12206.73245
2080	12206.7257
2081	12206.45909
2082	12205.81955
2083	12205.81055
2084	12205.25761
2085	12205.24917
2086	12205.21486
2087	12203.96825
2088	12203.96769
2089	12203.9525
2090	12203.94743
2091	12203.948
2092	12203.94575
2093	12201.19836
2094	12200.35202
2095	12200.17082
2096	12200.17025
2097	12200.16632
2098	12200.12355
2099	12200.12411
2100	12200.06783
2101	12200.0532
2102	12199.79714
2103	12199.79714
2104	12199.76338
2105	12199.76056
2106	12199.75888
2107	12185.9547
2108	12185.94343
2109	12185.88653
2110	12185.88371
2111	12185.85948
2112	12185.86005
2113	12185.46847
2114	12182.14038
2115	12182.13137
2116	12182.12798
2117	12182.12855
2118	12182.12798
2119	12179.70206
2120	12174.9046
2121	12174.88148
2122	12174.86513
2123	12174.85216
2124	12174.84144
2125	12174.82678
2126	12174.82396
2127	12174.80479
2128	12174.7952
2129	12174.78956
2130	12174.68862
2131	12174.68749
2132	12174.68242
2133	12174.66381
2134	12174.66042
2135	12174.53692
2136	12174.53579
2137	12173.17493
2138	12173.17155
2139	12173.17042
2140	12173.16535
2141	12173.14899
2142	12173.06044
2143	12173.05931
2144	12173.02096
2145	12173.00968
2146	12172.99276
2147	12172.83879
2148	12172.83766
2149	12172.83371
2150	12172.83315
2151	12172.83315
2152	12170.46235
2153	12165.21314
2154	12164.2311
2155	12164.22263
2156	12158.34169
2157	12158.32587
2158	12158.32418
2159	12158.30837
2160	12157.94583
2161	12154.25547
2162	12154.24643
2163	12154.24587
2164	12154.23627
2165	12154.23401
2166	12154.23288
2167	12154.23062
2168	12153.25559
2169	12150.68774
2170	12150.64253
2171	12150.63632
2172	12150.63575
2173	12150.63519
2174	12142.57041
2175	12142.56758
2176	12142.56476
2177	12142.56249
2178	12139.32332
2179	12139.32162
2180	12139.31992
2181	12139.28486
2182	12132.20291
2183	12132.16047
2184	12132.1616
2185	12132.16104
2186	12132.15764
2187	12132.15538
2188	12132.15311
2189	12132.15085
2190	12132.14972
2191	12132.14689
2192	12131.94373
2193	12127.75238
2194	12127.75181
2195	12127.74332
2196	12127.70313
2197	12127.6918
2198	12127.68897
2199	12127.68218
2200	12124.36711
2201	12122.5096
2202	12117.30081
2203	12117.29288
2204	12117.1501
2205	12111.43336
2206	12111.42656
2207	12111.41579
2208	12111.41579
2209	12111.41522
2210	12111.41409
2211	12111.41125
2212	12111.40558
2213	12111.40388
2214	12110.93053
2215	12110.92259
2216	12110.92203
2217	12110.92146
2218	12110.90956
2219	12110.90332
2220	12110.90105
2221	12110.90105
2222	12110.89142
2223	12110.88518
2224	12110.88518
2225	12106.91508
2226	12106.91395
2227	12103.81498
2228	12103.67374
2229	12097.71795
2230	12097.51478
2231	12097.51081
2232	12097.11183
2233	12097.11013
2234	12097.10161
2235	12096.08282
2236	12095.96476
2237	12093.78327
2238	12093.77759
2239	12093.51247
2240	12093.41085
2241	12093.40858
2242	12093.36827
2243	12089.24931
2244	12089.23057
2245	12089.2175
2246	12089.2158
2247	12089.21466
2248	12086.61957
2249	12086.61843
2250	12086.61673
2251	12085.0761
2252	12085.0744
2253	12085.07269
2254	12085.04315
2255	12085.01191
2256	12085.01134
2257	12082.77218
2258	12076.03802
2259	12076.03518
2260	12076.03518
2261	12076.02836
2262	12076.0204
2263	12074.34196
2264	12070.41785
2265	12070.41217
2266	12070.4116
2267	12070.41103
2268	12070.40705
2269	12065.631
2270	12063.65745
2271	12063.63696
2272	12063.61249
2273	12059.67351
2274	12059.67294
2275	12059.67294
2276	12051.46981
2277	12051.46924
2278	12051.46753
2279	12051.46184
2280	12051.44418
2281	12051.44361
2282	12051.44361
2283	12051.35929
2284	12051.35473
2285	12051.35473
2286	12051.28238
2287	12051.28295
2288	12051.23851
2289	12051.23681
2290	12050.94169
2291	12050.94112
2292	12050.94112
2293	12050.64372
2294	12050.64315
2295	12050.64315
2296	12050.53376
2297	12050.51098
2298	12050.46938
2299	12050.46767
2300	12050.46597
2301	12049.66317
2302	12049.62442
2303	12049.62385
2304	12045.78403
2305	12045.78289
2306	12045.78346
2307	12045.74528
2308	12045.73844
2309	12039.37135
2310	12038.48626
2311	12038.48284
2312	12038.48284
2313	12038.47314
2314	12038.47371
2315	12038.47314
2316	12038.47257
2317	12038.47257
2318	12038.47314
2319	12038.4509
2320	12038.45033
2321	12038.44406
2322	12037.29995
2323	12037.0507
2324	12037.05013
2325	12037.04956
2326	12036.90925
2327	12032.07083
2328	12032.07083
2329	12032.0674
2330	12032.06683
2331	12027.61406
2332	12027.61178
2333	12027.58609
2334	12027.58552
2335	12027.58438
2336	12027.5821
2337	12027.57582
2338	12027.57582
2339	12027.50789
2340	12027.50561
2341	12017.91237
2342	12017.7227
2343	12017.69128
2344	12017.67757
2345	12017.54046
2346	12016.76517
2347	12008.73341
2348	12008.73341
2349	12008.65623
2350	12008.65451
2351	12005.49644
2352	12005.39751
2353	12005.37006
2354	12005.36548
2355	12005.35976
2356	11996.34862
2357	11989.54702
2358	11985.86095
2359	11985.85808
2360	11980.69361
2361	11978.31
2362	11978.30771
2363	11978.12487
2364	11978.11111
2365	11967.52255
2366	11963.26556
2367	11962.53095
2368	11960.29527
2369	11960.29527
2370	11958.51332
2371	11958.5139
2372	11958.47485
2373	11958.47485
2374	11953.50245
2375	11953.50073
2376	11953.50073
2377	11953.07224
2378	11952.95622
2379	11952.93611
2380	11952.93152
2381	11952.9298
2382	11952.79998
2383	11952.79826
2384	11952.79366
2385	11952.08828
2386	11951.15019
2387	11951.07206
2388	11951.07091
2389	11951.07091
2390	11951.07091
2391	11951.07091
2392	11950.04369
2393	11948.68542
2394	11948.68197
2395	11942.33385
2396	11942.33443
2397	11942.33443
2398	11942.28786
2399	11942.27521
2400	11934.79219
2401	11934.78874
2402	11934.64147
2403	11934.64032
2404	11934.64032
2405	11934.6409
2406	11934.63054
2407	11934.56496
2408	11934.56496
2409	11934.47752
2410	11934.44588
2411	11933.91833
2412	11933.91775
2413	11933.91833
2414	11933.91833
2415	11933.9143
2416	11933.86137
2417	11931.90803
2418	11931.90515
2419	11930.53791
2420	11930.52813
2421	11930.52813
2422	11930.02228
2423	11930.01019
2424	11930.00732
2425	11927.94628
2426	11927.94628
2427	11927.93765
2428	11925.46117
2429	11925.4606
2430	11925.45484
2431	11925.43181
2432	11925.15028
2433	11925.15028
2434	11925.12668
2435	11914.83158
2436	11914.80508
2437	11912.87166
2438	11912.81806
2439	11908.88282
2440	11903.28698
2441	11903.28063
2442	11897.76005
2443	11897.75024
2444	11897.69773
2445	11897.69485
2446	11897.67523
2447	11892.87773
2448	11891.37263
2449	11891.28718
2450	11891.20403
2451	11891.19999
2452	11891.19999
2453	11891.19768
2454	11890.9777
2455	11890.87319
2456	11890.87088
2457	11884.62822
2458	11884.62013
2459	11883.45833
2460	11878.3921
2461	11878.1557
2462	11872.47019
2463	11872.47077
2464	11872.44995
2465	11864.52593
2466	11864.45128
2467	11858.1206
2468	11855.54036
2469	11855.54036
2470	11847.88724
2471	11847.88782
2472	11847.87854
2473	11847.5123
2474	11847.45609
2475	11847.45493
2476	11847.45145
2477	11840.93252
2478	11840.93078
2479	11839.2915
2480	11839.28976
2481	11839.28396
2482	11839.28222
2483	11839.2596
2484	11833.07674
2485	11832.86206
2486	11829.30186
2487	11827.73237
2488	11826.00185
2489	11824.46443
2490	11824.44295
2491	11824.41392
2492	11824.33727
2493	11824.31869
2494	11824.31811
2495	11824.31637
2496	11824.31172
2497	11824.31114
2498	11824.05566
2499	11817.97639
2500	11817.10144
2501	11816.53496
2502	11816.44664
2503	11816.43153
2504	11816.40074
2505	11810.31404
2506	11809.7077
2507	11809.70247
2508	11801.91316
2509	11801.89687
2510	11801.85208
2511	11801.84859
2512	11801.59145
2513	11801.58855
2514	11801.58855
2515	11800.3406
2516	11799.02154
2517	11798.41811
2518	11798.24412
2519	11797.57314
2520	11797.55393
2521	11794.63389
2522	11788.85394
2523	11788.8388
2524	11785.53794
2525	11784.98392
2526	11783.73305
2527	11783.71499
2528	11783.40094
2529	11783.26577
2530	11782.51527
2531	11782.51294
2532	11782.03453
2533	11781.83815
2534	11781.82999
2535	11778.04394
2536	11778.03228
2537	11778.0317
2538	11777.02028
2539	11777.01562
2540	11777.01562
2541	11777.01503
2542	11777.01503
2543	11776.99988
2544	11776.98239
2545	11776.96781
2546	11776.44895
2547	11776.4268
2548	11776.40931
2549	11776.40698
2550	11767.52857
2551	11766.21808
2552	11766.19241
2553	11766.15856
2554	11766.1574
2555	11766.15098
2556	11766.14631
2557	11764.84967
2558	11764.84792
2559	11764.84325
2560	11764.84267
2561	11759.9326
2562	11759.9291
2563	11757.18891
2564	11757.08847
2565	11752.72254
2566	11752.59519
2567	11752.59519
2568	11750.36164
2569	11742.8715
2570	11742.85747
2571	11741.27525
2572	11741.23256
2573	11740.89282
2574	11740.8899
2575	11740.8168
2576	11740.80218
2577	11740.7782
2578	11740.74078
2579	11740.29108
2580	11738.05811
2581	11738.04466
2582	11736.42669
2583	11731.27473
2584	11731.27355
2585	11731.25658
2586	11726.79556
2587	11724.56705
2588	11724.56354
2589	11721.20768
2590	11721.20709
2591	11721.19362
2592	11720.20952
2593	11715.60189
2594	11713.99254
2595	11713.98023
2596	11713.9773
2597	11713.97789
2598	11712.34487
2599	11711.9445
2600	11711.93277
2601	11703.82498
2602	11703.76632
2603	11703.0031
2604	11702.999
2605	11702.68102
2606	11699.13989
2607	11699.1352
2608	11699.00668
2609	11698.8852
2610	11697.49013
2611	11695.82194
2612	11694.19225
2613	11694.17875
2614	11694.16642
2615	11694.15351
2616	11692.92228
2617	11688.12063
2618	11685.76783
2619	11685.76724
2620	11685.74726
2621	11685.74667
2622	11685.73199
2623	11680.45245
2624	11680.43893
2625	11680.27141
2626	11679.55779
2627	11679.54839
2628	11674.4366
2629	11674.43425
2630	11674.41719
2631	11674.41543
2632	11674.18548
2633	11674.05492
2634	11674.04669
2635	11674.02904
2636	11674.02846
2637	11674.02375
2638	11674.02434
2639	11674.01963
2640	11673.942
2641	11673.94141
2642	11673.93789
2643	11672.6216
2644	11668.6436
2645	11668.64242
2646	11668.63183
2647	11665.61948
2648	11664.66954
2649	11664.66542
2650	11664.51768
2651	11659.64957
2652	11659.64839
2653	11657.75334
2654	11657.61376
2655	11657.58432
2656	11655.10105
2657	11655.10047
2658	11655.09988
2659	11655.09104
2660	11655.08751
2661	11655.0716
2662	11652.98963
2663	11652.99022
2664	11649.72631
2665	11648.82163
2666	11648.82104
2667	11648.80572
2668	11648.80513
2669	11648.75915
2670	11648.75856
2671	11648.74147
2672	11644.10674
2673	11643.75296
2674	11640.57788
2675	11636.6019
2676	11636.6019
2677	11633.13745
2678	11633.13391
2679	11633.13332
2680	11633.13214
2681	11633.12919
2682	11633.12919
2683	11633.12092
2684	11633.12033
2685	11632.98695
2686	11632.98636
2687	11632.89252
2688	11632.13291
2689	11632.11462
2690	11632.08628
2691	11632.08392
2692	11631.94758
2693	11631.94817
2694	11631.84901
2695	11630.74932
2696	11630.74637
2697	11630.74637
2698	11630.74401
2699	11628.81119
2700	11628.81178
2701	11628.8041
2702	11628.8041
2703	11628.60691
2704	11628.59982
2705	11628.59923
2706	11628.59864
2707	11628.59805
2708	11628.57857
2709	11628.57857
2710	11628.57562
2711	11628.54491
2712	11628.54491
2713	11628.54491
2714	11628.53665
2715	11627.40004
2716	11627.39709
2717	11627.37583
2718	11618.61695
2719	11618.61518
2720	11618.51177
2721	11618.48754
2722	11616.02252
2723	11616.02015
2724	11616.01956
2725	11613.20699
2726	11613.18807
2727	11612.65066
2728	11612.63825
2729	11612.61755
2730	11612.61578
2731	11612.60159
2732	11612.58799
2733	11612.58622
2734	11612.33553
2735	11612.32726
2736	11612.24153
2737	11612.23916
2738	11611.50718
2739	11611.49417
2740	11611.49062
2741	11611.48471
2742	11611.42913
2743	11608.33806
2744	11608.33806
2745	11608.33569
2746	11608.27063
2747	11608.27063
2748	11608.09142
2749	11607.98496
2750	11604.29128
2751	11602.82567
2752	11602.80023
2753	11602.70022
2754	11602.70022
2755	11602.6949
2756	11602.6949
2757	11602.69194
2758	11602.68898
2759	11602.68247
2760	11601.28827
2761	11601.28412
2762	11601.27347
2763	11598.58104
2764	11597.81563
2765	11597.80675
2766	11597.39532
2767	11595.85838
2768	11595.77016
2769	11593.97896
2770	11593.97422
2771	11593.96356
2772	11593.93632
2773	11593.9227
2774	11593.84868
2775	11593.84572
2776	11592.88042
2777	11592.8668
2778	11592.86562
2779	11592.83423
2780	11590.50118
2781	11590.45497
2782	11590.44786
2783	11584.39417
2784	11584.3758
2785	11577.33869
2786	11577.32742
2787	11577.31023
2788	11574.22606
2789	11574.22547
2790	11574.22428
2791	11574.21894
2792	11574.197
2793	11574.17683
2794	11573.99412
2795	11573.92531
2796	11573.90455
2797	11573.88616
2798	11573.86243
2799	11573.78531
2800	11573.28879
2801	11573.27811
2802	11572.88004
2803	11572.82783
2804	11572.52111
2805	11572.48908
2806	11572.48374
2807	11572.45704
2808	11566.8587
2809	11566.84802
2810	11566.83436
2811	11560.97735
2812	11560.09423
2813	11560.09007
2814	11560.07344
2815	11560.07107
2816	11560.07166
2817	11560.05028
2818	11560.04909
2819	11560.02831
2820	11559.94694
2821	11559.88161
2822	11556.56407
2823	11556.5611
2824	11556.5611
2825	11556.5611
2826	11554.79234
2827	11554.79234
2828	11554.79294
2829	11552.25311
2830	11552.20676
2831	11552.18595
2832	11552.18655
2833	11552.13068
2834	11546.39524
2835	11546.37324
2836	11546.36908
2837	11546.36848
2838	11546.10566
2839	11546.10566
2840	11537.90812
2841	11535.54015
2842	11534.26164
2843	11529.78574
2844	11529.78336
2845	11529.77978
2846	11529.77145
2847	11523.612
2848	11523.60425
2849	11523.48271
2850	11523.48211
2851	11523.41538
2852	11523.413
2853	11523.39274
2854	11522.58719
2855	11516.22895
2856	11515.98094
2857	11515.97796
2858	11515.97796
2859	11514.68952
2860	11514.68117
2861	11514.6776
2862	11514.67581
2863	11513.13558
2864	11508.59299
2865	11508.52379
2866	11508.5041
2867	11508.488
2868	11508.35436
2869	11508.33825
2870	11508.33766
2871	11508.33169
2872	11508.28277
2873	11506.04894
2874	11506.00955
2875	11505.89439
2876	11505.84367
2877	11505.82099
2878	11501.72621
2879	11501.69517
2880	11501.32626
2881	11500.9263
2882	11498.84806
2883	11498.59072
2884	11498.58833
2885	11498.58774
2886	11498.48981
2887	11498.48742
2888	11498.48086
2889	11497.3075
2890	11497.29735
2891	11497.29556
2892	11497.29317
2893	11497.24839
2894	11497.24659
2895	11493.93308
2896	11493.75567
2897	11493.75567
2898	11493.71505
2899	11493.71147
2900	11489.29506
2901	11489.2861
2902	11489.24785
2903	11489.22514
2904	11483.88934
2905	11478.72392
2906	11478.6982
2907	11475.16334
2908	11475.16095
2909	11471.65432
2910	11471.62859
2911	11471.62559
2912	11471.21921
2913	11471.21801
2914	11471.21502
2915	11468.78839
2916	11468.78659
2917	11468.7806
2918	11468.75367
2919	11467.96942
2920	11467.93649
2921	11467.93529
2922	11460.34264
2923	11460.30849
2924	11460.3067
2925	11457.94187
2926	11457.12212
2927	11457.12092
2928	11457.06579
2929	11457.04422
2930	11456.98609
2931	11456.98489
2932	11456.98429
2933	11452.76235
2934	11452.68261
2935	11452.63885
2936	11452.63466
2937	11452.52135
2938	11452.09211
2939	11451.9728
2940	11451.8475
2941	11445.7115
2942	11445.7091
2943	11445.70611
2944	11445.70491
2945	11445.62992
2946	11445.47096
2947	11445.46376
2948	11438.71454
2949	11435.80192
2950	11435.77791
2951	11435.74309
2952	11434.50025
2953	11432.84413
2954	11432.82251
2955	11432.56849
2956	11432.55648
2957	11432.53606
2958	11432.52945
2959	11431.19197
2960	11431.16795
2961	11431.15413
2962	11431.13251
2963	11431.10909
2964	11431.07425
2965	11429.75462
2966	11429.7342
2967	11429.71197
2968	11429.71077
2969	11429.70897
2970	11428.03954
2971	11428.03833
2972	11427.83888
2973	11426.192
2974	11426.16196
2975	11422.13359
2976	11419.99532
2977	11419.99532
2978	11419.99593
2979	11411.99598
2980	11411.99538
2981	11407.7646
2982	11407.67613
2983	11407.6358
2984	11407.58826
2985	11407.58164
2986	11407.58043
2987	11407.57863
2988	11407.5377
2989	11406.6078
2990	11406.60539
2991	11406.60298
2992	11406.59997
2993	11406.59817
2994	11403.96092
2995	11403.95971
2996	11403.93924
2997	11403.93864
2998	11403.93623
2999	11403.93443
3000	11403.93443
3001	11402.87839
3002	11402.67729
3003	11400.99667
3004	11400.97138
3005	11400.9497
3006	11400.94307
3007	11400.94307
3008	11400.92019
3009	11400.92019
3010	11400.92019
3011	11400.87322
3012	11400.87322
3013	11400.87081
3014	11399.10922
3015	11399.10018
3016	11399.10018
3017	11399.01345
3018	11396.33529
3019	11396.33529
3020	11396.33468
3021	11396.33408
3022	11396.33288
3023	11396.33167
3024	11395.7027
3025	11395.7027
3026	11395.47375
3027	11395.47375
3028	11395.47315
3029	11395.47315
3030	11395.46231
3031	11395.4617
3032	11395.4617
3033	11395.4611
3034	11395.4611
3035	11395.42315
3036	11395.42315
3037	11395.41652
3038	11395.39302
3039	11395.39242
3040	11395.39302
3041	11395.39302
3042	11395.39242
3043	11395.39242
3044	11395.39182
3045	11395.38157
3046	11395.37254
3047	11395.36832
3048	11395.35928
3049	11395.35928
3050	11395.35928
3051	11395.35928
3052	11395.35928
3053	11395.35928
3054	11395.35627
3055	11395.35446
3056	11395.35506
3057	11386.14998
3058	11383.91932
3059	11383.91088
3060	11382.58699
3061	11382.54778
3062	11382.35235
3063	11382.35175
3064	11382.20215
3065	11382.20215
3066	11382.18587
3067	11382.18466
3068	11382.12856
3069	11382.12917
3070	11381.85712
3071	11381.85773
3072	11381.85712
3073	11381.85652
3074	11381.85471
3075	11380.36166
3076	11380.35321
3077	11380.32365
3078	11380.30736
3079	11380.30797
3080	11380.29288
3081	11380.24281
3082	11371.22293
3083	11371.21508
3084	11371.21388
3085	11371.16195
3086	11371.16135
3087	11371.16135
3088	11371.16074
3089	11369.36375
3090	11369.36194
3091	11369.36315
3092	11369.29612
3093	11362.83277
3094	11362.82068
3095	11362.82129
3096	11362.82068
3097	11362.82008
3098	11362.82008
3099	11362.82068
3100	11362.81222
3101	11362.81222
3102	11362.8092
3103	11360.1364
3104	11360.08866
3105	11360.08745
3106	11358.27238
3107	11358.23974
3108	11358.21919
3109	11358.21859
3110	11355.51206
3111	11355.50903
3112	11355.49452
3113	11353.94842
3114	11353.94419
3115	11353.94419
3116	11351.91283
3117	11351.91102
3118	11351.91162
3119	11348.17211
3120	11346.43561
3121	11346.43561
3122	11346.4338
3123	11339.40887
3124	11337.00732
3125	11337.00792
3126	11332.85517
3127	11327.94514
3128	11327.94514
3129	11327.94453
3130	11327.94393
3131	11327.94332
3132	11327.91059
3133	11326.38497
3134	11326.32799
3135	11326.32738
3136	11322.27987
3137	11322.27926
3138	11322.27926
3139	11322.27987
3140	11322.26895
3141	11322.22408
3142	11322.22408
3143	11322.22408
3144	11322.22347
3145	11319.1159
3146	11319.11347
3147	11319.11408
3148	11317.97491
3149	11317.96399
3150	11317.96399
3151	11317.96338
3152	11317.96338
3153	11317.96338
3154	11317.12379
3155	11313.83945
3156	11312.33803
3157	11312.3362
3158	11312.23242
3159	11312.20572
3160	11312.20632
3161	11312.20693
3162	11312.20693
3163	11312.18265
3164	11312.1778
3165	11312.14077
3166	11312.09768
3167	11311.84216
3168	11311.81485
3169	11311.81424
3170	11311.81424
3171	11311.7754
3172	11311.74748
3173	11311.73473
3174	11311.16297
3175	11311.15993
3176	11311.15629
3177	11311.12169
3178	11302.83998
3179	11302.83877
3180	11302.83877
3181	11298.49785
3182	11298.49785
3183	11298.49785
3184	11298.49845
3185	11298.49724
3186	11298.49724
3187	11298.48812
3188	11294.13641
3189	11294.13641
3190	11294.13641
3191	11294.13519
3192	11294.1358
3193	11294.1358
3194	11294.1358
3195	11294.06711
3196	11294.06711
3197	11294.06711
3198	11294.06772
3199	11294.06772
3200	11294.05374
3201	11294.05374
3202	11293.58199
3203	11293.58138
3204	11293.58138
3205	11293.55038
3206	11292.2238
3207	11292.2238
3208	11292.2238
3209	11289.08973
3210	11289.0879
3211	11289.08729
3212	11289.08668
3213	11289.08729
3214	11289.07087
3215	11289.04715
3216	11289.04715
3217	11287.95847
3218	11287.93536
3219	11287.93536
3220	11287.93597
3221	11287.93353
